22:42:31.038 [SpringApplicationShutdownHook] INFO  c.netflix.discovery.DiscoveryClient - Unregistering ...
22:42:31.050 [SpringApplicationShutdownHook] INFO  c.netflix.discovery.DiscoveryClient - DiscoveryClient_BOOK-SERVICE/192.168.1.7:book-service:8100 - deregister  status: 200
22:42:31.051 [SpringApplicationShutdownHook] INFO  c.netflix.discovery.DiscoveryClient - Completed shut down of DiscoveryClient
2024-10-22 23:05:35 [main] INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.fernando.book_service.BookServiceApplicationTests]: BookServiceApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2024-10-22 23:05:35 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.fernando.book_service.BookServiceApplication for test class com.fernando.book_service.BookServiceApplicationTests
2024-10-22 23:05:35 [main] INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.fernando.book_service.BookServiceApplicationTests]: BookServiceApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2024-10-22 23:05:35 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.fernando.book_service.BookServiceApplication for test class com.fernando.book_service.BookServiceApplicationTests
2024-10-22 23:05:35 [main] INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.fernando.book_service.BookServiceApplicationTests]: BookServiceApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2024-10-22 23:05:35 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.fernando.book_service.BookServiceApplication for test class com.fernando.book_service.BookServiceApplicationTests
2024-10-22 23:07:25 [main] INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.fernando.book_service.BookServiceApplicationTests]: BookServiceApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2024-10-22 23:07:25 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.fernando.book_service.BookServiceApplication for test class com.fernando.book_service.BookServiceApplicationTests
2024-10-22 23:07:26 [main] INFO  c.f.b.BookServiceApplicationTests - Starting BookServiceApplicationTests using Java 21.0.1 with PID 8335 (started by f.areias in /Users/f.areias/Documents/Courses/java-courses/microservices-course/book-service)
2024-10-22 23:07:26 [main] INFO  c.f.b.BookServiceApplicationTests - No active profile set, falling back to 1 default profile: "default"
2024-10-22 23:07:26 [main] INFO  o.s.c.c.c.ConfigServerConfigDataLoader - Fetching config from server at : http://localhost:8888
2024-10-22 23:07:26 [main] INFO  o.s.c.c.c.ConfigServerConfigDataLoader - Exception on Url - http://localhost:8888:org.springframework.web.client.ResourceAccessException: I/O error on GET request for "http://localhost:8888/book-service/hml": Connection refused. Will be trying the next url if available
2024-10-22 23:07:26 [main] WARN  o.s.c.c.c.ConfigServerConfigDataLoader - Could not locate PropertySource ([ConfigServerConfigDataResource@44924587 uris = array<String>['http://localhost:8888'], optional = true, profiles = 'hml']): I/O error on GET request for "http://localhost:8888/book-service/hml": Connection refused
2024-10-22 23:07:26 [main] INFO  o.s.c.c.c.ConfigServerConfigDataLoader - Fetching config from server at : http://localhost:8888
2024-10-22 23:07:26 [main] INFO  o.s.c.c.c.ConfigServerConfigDataLoader - Exception on Url - http://localhost:8888:org.springframework.web.client.ResourceAccessException: I/O error on GET request for "http://localhost:8888/book-service/hml": Connection refused. Will be trying the next url if available
2024-10-22 23:07:26 [main] WARN  o.s.c.c.c.ConfigServerConfigDataLoader - Could not locate PropertySource ([ConfigServerConfigDataResource@3f685162 uris = array<String>['http://localhost:8888'], optional = true, profiles = 'hml']): I/O error on GET request for "http://localhost:8888/book-service/hml": Connection refused
2024-10-22 23:07:26 [main] INFO  o.s.c.c.c.ConfigServerConfigDataLoader - Fetching config from server at : http://localhost:8888
2024-10-22 23:07:26 [main] INFO  o.s.c.c.c.ConfigServerConfigDataLoader - Exception on Url - http://localhost:8888:org.springframework.web.client.ResourceAccessException: I/O error on GET request for "http://localhost:8888/book-service/hml": Connection refused. Will be trying the next url if available
2024-10-22 23:07:26 [main] WARN  o.s.c.c.c.ConfigServerConfigDataLoader - Could not locate PropertySource ([ConfigServerConfigDataResource@11f406f8 uris = array<String>['http://localhost:8888'], optional = true, profiles = 'hml']): I/O error on GET request for "http://localhost:8888/book-service/hml": Connection refused
2024-10-22 23:07:27 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2024-10-22 23:07:27 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 19 ms. Found 0 JPA repository interfaces.
2024-10-22 23:07:27 [main] INFO  o.s.cloud.context.scope.GenericScope - BeanFactory id=6ceeee45-d537-3b73-b3f2-3ad773a5d1aa
2024-10-22 23:07:28 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.client.loadbalancer.LoadBalancerAutoConfiguration$DeferringLoadBalancerInterceptorConfig' of type [org.springframework.cloud.client.loadbalancer.LoadBalancerAutoConfiguration$DeferringLoadBalancerInterceptorConfig] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). The currently created BeanPostProcessor [lbRestClientPostProcessor] is declared through a non-static factory method on that class; consider declaring it as static instead.
2024-10-22 23:07:28 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'deferringLoadBalancerInterceptor' of type [org.springframework.cloud.client.loadbalancer.DeferringLoadBalancerInterceptor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected into a currently created BeanPostProcessor [lbRestClientPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies.
2024-10-22 23:07:28 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2024-10-22 23:07:28 [main] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.5.3.Final
2024-10-22 23:07:28 [main] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2024-10-22 23:07:29 [main] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2024-10-22 23:07:29 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2024-10-22 23:07:29 [main] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection conn0: url=jdbc:h2:mem:testdb user=SA
2024-10-22 23:07:29 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2024-10-22 23:07:29 [main] WARN  org.hibernate.orm.deprecation - HHH90000025: H2Dialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2024-10-22 23:07:29 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2024-10-22 23:07:29 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-10-22 23:07:29 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2024-10-22 23:07:30 [main] INFO  o.s.c.o.FeignClientFactoryBean - For 'cambio-service' URL not provided. Will try picking an instance via load-balancing.
2024-10-22 23:07:30 [main] INFO  o.s.b.a.h.H2ConsoleAutoConfiguration - H2 console available at '/h2-console'. Database available at 'jdbc:h2:mem:testdb'
2024-10-22 23:07:30 [main] INFO  o.s.c.n.e.c.DiscoveryClientOptionalArgsConfiguration - Eureka HTTP Client uses RestTemplate.
